FRId,FRDetail.Name,TransDate,ExternalName,InvRate
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,BANK OF AMERICA CORP (6.10% NC10) FRB DEC 29 49,0.63328
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,ROYAL BANK OF SCOTLAND GROUP PLC REGS FRB MAR 25 24,0.53749
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,MTS INTL FDG LTD (MOBILE TELESYSTEMS) 5.000 MAY 30 23,0.52939
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,GRUPO POSADAS S.A.B. REGS 7.875 JUN 30 22,0.52272
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,ALTICE FINANCING SA 144A 6.625 FEB 15 23,0.52177
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,GRUPO CEMENTOS (CHIHUAHUA) REGS 8.125 FEB 08 20,0.51711
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,BPCE SA 144A VRB SEP 30 59,0.5116
046001,MFS全盛基金系列-MFS全盛全球高收益基金 A1(歐元),20160901,INTESA SANPAOLO SPA REGS 2.855 APR 23 25,0.49609
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,TELECOM ITALIA SPA/MILANO 144A 5.303 MAY 30 24,0.79379
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,EL PASO CORP 7.75 JAN 15 32,0.72281
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,BANK OF AMERICA CORP (6.10% NC10) FRB DEC 29 49,0.63328
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,ROYAL BANK OF SCOTLAND GROUP PLC REGS FRB MAR 25 24,0.53749
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,MTS INTL FDG LTD (MOBILE TELESYSTEMS) 5.000 MAY 30 23,0.52939
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,GRUPO POSADAS S.A.B. REGS 7.875 JUN 30 22,0.52272
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,ALTICE FINANCING SA 144A 6.625 FEB 15 23,0.52177
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,GRUPO CEMENTOS (CHIHUAHUA) REGS 8.125 FEB 08 20,0.51711
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,BPCE SA 144A VRB SEP 30 59,0.5116
046024,MFS全盛基金系列-MFS全盛全球高收益基金 A2(美元),20160901,INTESA SANPAOLO SPA REGS 2.855 APR 23 25,0.49609
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,TELECOM ITALIA SPA/MILANO 144A 5.303 MAY 30 24,0.79379
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,EL PASO CORP 7.75 JAN 15 32,0.72281
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,BANK OF AMERICA CORP (6.10% NC10) FRB DEC 29 49,0.63328
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,ROYAL BANK OF SCOTLAND GROUP PLC REGS FRB MAR 25 24,0.53749
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,MTS INTL FDG LTD (MOBILE TELESYSTEMS) 5.000 MAY 30 23,0.52939
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,GRUPO POSADAS S.A.B. REGS 7.875 JUN 30 22,0.52272
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,ALTICE FINANCING SA 144A 6.625 FEB 15 23,0.52177
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,GRUPO CEMENTOS (CHIHUAHUA) REGS 8.125 FEB 08 20,0.51711
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,BPCE SA 144A VRB SEP 30 59,0.5116
046011,MFS全盛基金系列-MFS全盛全球高收益基金 A2(歐元),20160901,INTESA SANPAOLO SPA REGS 2.855 APR 23 25,0.49609
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,TELECOM ITALIA SPA/MILANO 144A 5.303 MAY 30 24,0.79379
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,EL PASO CORP 7.75 JAN 15 32,0.72281
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,BANK OF AMERICA CORP (6.10% NC10) FRB DEC 29 49,0.63328
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,ROYAL BANK OF SCOTLAND GROUP PLC REGS FRB MAR 25 24,0.53749
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,MTS INTL FDG LTD (MOBILE TELESYSTEMS) 5.000 MAY 30 23,0.52939
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,GRUPO POSADAS S.A.B. REGS 7.875 JUN 30 22,0.52272
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,ALTICE FINANCING SA 144A 6.625 FEB 15 23,0.52177
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,GRUPO CEMENTOS (CHIHUAHUA) REGS 8.125 FEB 08 20,0.51711
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,BPCE SA 144A VRB SEP 30 59,0.5116
046027,MFS全盛基金系列-MFS全盛全球高收益基金 A3 (美元),20160901,INTESA SANPAOLO SPA REGS 2.855 APR 23 25,0.49609
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,TELECOM ITALIA SPA/MILANO 144A 5.303 MAY 30 24,0.79379
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,EL PASO CORP 7.75 JAN 15 32,0.72281
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,BANK OF AMERICA CORP (6.10% NC10) FRB DEC 29 49,0.63328
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,ROYAL BANK OF SCOTLAND GROUP PLC REGS FRB MAR 25 24,0.53749
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,MTS INTL FDG LTD (MOBILE TELESYSTEMS) 5.000 MAY 30 23,0.52939
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,GRUPO POSADAS S.A.B. REGS 7.875 JUN 30 22,0.52272
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,ALTICE FINANCING SA 144A 6.625 FEB 15 23,0.52177
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,GRUPO CEMENTOS (CHIHUAHUA) REGS 8.125 FEB 08 20,0.51711
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,BPCE SA 144A VRB SEP 30 59,0.5116
046040,MFS全盛基金系列-MFS全盛全球高收益基金 AH3 (歐元),20160901,INTESA SANPAOLO SPA REGS 2.855 APR 23 25,0.49609
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,ITALY 5.500 SEP 01 22,1.21562
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,JAPAN GOVT 2.200 SEP 20 27,1.2133
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,PHILIP MORRIS INTERNATIONAL COMMON,1.19368
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,JOHNSON & JOHNSON COMMON,1.07251
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,TAIWAN SEMICONDUCTOR SP ADR(5 ORD),1.07027
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,HONEYWELL INTL INC COMMON,1.03692
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,NESTLE SA CHF1(REGD),0.96875
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,KDDI CORP JPY5000,0.92598
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,JAPAN (20 YEAR ISSUE) 1.500 MAR 20 34,0.91789
046014,MFS全盛基金系列-MFS全盛全球資產配置基金 A3 (美元),20160901,3M COMPANY COMMON,0.89611
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,ITALY 5.500 SEP 01 22,1.21562
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,JAPAN GOVT 2.200 SEP 20 27,1.2133
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,PHILIP MORRIS INTERNATIONAL COMMON,1.19368
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,JOHNSON & JOHNSON COMMON,1.07251
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,TAIWAN SEMICONDUCTOR SP ADR(5 ORD),1.07027
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,HONEYWELL INTL INC COMMON,1.03692
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,NESTLE SA CHF1(REGD),0.96875
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,KDDI CORP JPY5000,0.92598
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,JAPAN (20 YEAR ISSUE) 1.500 MAR 20 34,0.91789
046005,MFS全盛基金系列-MFS全盛全球資產配置基金 AH3 (歐元),20160901,3M COMPANY COMMON,0.89611
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,ITALY 5.500 SEP 01 22,1.21562
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,JAPAN GOVT 2.200 SEP 20 27,1.2133
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,PHILIP MORRIS INTERNATIONAL COMMON,1.19368
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,JOHNSON & JOHNSON COMMON,1.07251
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,TAIWAN SEMICONDUCTOR SP ADR(5 ORD),1.07027
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,HONEYWELL INTL INC COMMON,1.03692
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,NESTLE SA CHF1(REGD),0.96875
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,KDDI CORP JPY5000,0.92598
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,JAPAN (20 YEAR ISSUE) 1.500 MAR 20 34,0.91789
046020,MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),20160901,3M COMPANY COMMON,0.89611
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,ITALY 5.500 SEP 01 22,1.21562
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,JAPAN GOVT 2.200 SEP 20 27,1.2133
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,PHILIP MORRIS INTERNATIONAL COMMON,1.19368
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,JOHNSON & JOHNSON COMMON,1.07251
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,TAIWAN SEMICONDUCTOR SP ADR(5 ORD),1.07027
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,HONEYWELL INTL INC COMMON,1.03692
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,NESTLE SA CHF1(REGD),0.96875
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,KDDI CORP JPY5000,0.92598
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,JAPAN (20 YEAR ISSUE) 1.500 MAR 20 34,0.91789
046006,MFS全盛基金系列-MFS全盛全球資產配置基金A1(歐元),20160901,3M COMPANY COMMON,0.89611
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,ITALY 5.500 SEP 01 22,1.21562
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,JAPAN GOVT 2.200 SEP 20 27,1.2133
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,PHILIP MORRIS INTERNATIONAL COMMON,1.19368
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,JOHNSON & JOHNSON COMMON,1.07251
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,TAIWAN SEMICONDUCTOR SP ADR(5 ORD),1.07027
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,HONEYWELL INTL INC COMMON,1.03692
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,NESTLE SA CHF1(REGD),0.96875
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,KDDI CORP JPY5000,0.92598
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,JAPAN (20 YEAR ISSUE) 1.500 MAR 20 34,0.91789
046019,MFS全盛基金系列-MFS全盛全球資產配置基金A2(美元),20160901,3M COMPANY COMMON,0.89611
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,US TREASURY N/B 0.875 MAR 31 18,2.26267
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,US TREASURY N/B 0.750 FEB 28 18,1.91578
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,US TREASURY N/B 0.875 JUN 15 19,1.43776
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,FNMA 15YR TBA 2.5% OCT TBA,1.02329
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,GEDFT 2014-1 A FRB JUL 20 19,0.73377
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,NEXTERA ENERGY CAPITAL HOLDINGS INC 2.056 SEP 01 17,0.7021
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,SWEDISH EXPORT CREDIT 1.125 AUG 28 19,0.69644
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,SHIRE ACQUISITIONS INVESTMENTS IRELAND D 1.900 SEP 23 19,0.69527
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,FNMA #AS4916 3.000 MAY 01 30,0.67596
046022,MFS全盛基金系列-MFS全盛有限償還期基金 A1(美元),20160901,SWEDBANK AB 144A 2.125 SEP 29 17,0.66416
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,US TREASURY N/B 0.875 MAR 31 18,2.26267
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,US TREASURY N/B 0.750 FEB 28 18,1.91578
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,US TREASURY N/B 0.875 JUN 15 19,1.43776
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,FNMA 15YR TBA 2.5% OCT TBA,1.02329
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,GEDFT 2014-1 A FRB JUL 20 19,0.73377
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,NEXTERA ENERGY CAPITAL HOLDINGS INC 2.056 SEP 01 17,0.7021
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,SWEDISH EXPORT CREDIT 1.125 AUG 28 19,0.69644
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,SHIRE ACQUISITIONS INVESTMENTS IRELAND D 1.900 SEP 23 19,0.69527
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,FNMA #AS4916 3.000 MAY 01 30,0.67596
046023,MFS全盛基金系列-MFS全盛有限償還期基金 A2(美元),20160901,SWEDBANK AB 144A 2.125 SEP 29 17,0.66416
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,SAMSUNG ELECTRONIC KRW5000,5.91233
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,TAIWAN SEMICONDUCT COM,5.12851
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,AIA GROUP COMMON,4.17994
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,ALIBABA GROUP HOLDING LTD ADR,3.38257
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,CHINA CONSTRUCTION BANK COMMON,2.78362
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,HDFC BANK COMMON,2.35276
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,TENCENT HOLDINGS LTD COMMON,2.24673
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,CHINA RESOURCES GAS COMMON,2.21334
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,ADVANCED INFO SERV THB1(ALIEN MARKET),2.05986
046007,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(美元),20160901,WESTPAC BANK CORP NPV,1.96234
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,SAMSUNG ELECTRONIC KRW5000,5.91233
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,TAIWAN SEMICONDUCT COM,5.12851
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,AIA GROUP COMMON,4.17994
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,ALIBABA GROUP HOLDING LTD ADR,3.38257
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,CHINA CONSTRUCTION BANK COMMON,2.78362
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,HDFC BANK COMMON,2.35276
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,TENCENT HOLDINGS LTD COMMON,2.24673
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,CHINA RESOURCES GAS COMMON,2.21334
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,ADVANCED INFO SERV THB1(ALIEN MARKET),2.05986
046033,MFS全盛基金系列-MFS全盛亞太(日本以外)基金A1(歐元),20160901,WESTPAC BANK CORP NPV,1.96234
046018,MFS全盛基金系列-MFS全盛美國政府債券基金 A1(美元),20160901,US TREASURY N/B 2.500 AUG 15 23,7.16483
046018,MFS全盛基金系列-MFS全盛美國政府債券基金 A1(美元),20160901,US TREASURY N/B 2.625 AUG 15 20,3.12816
046018,MFS全盛基金系列-MFS全盛美國政府債券基金 A1(美元),20160901,GNMA II #MA3310 3.500 DEC 20 45,3.06817
046018,MFS全盛基金系列-MFS全盛美國政府債券基金 A1(美元),20160901,US TREASURY N/B 2.875 MAY 15 43,2.86384
046018,MFS全盛基金系列-MFS全盛美國政府債券基金 A1(美元),20160901,US TREASURY N/B 3.125 MAY 15 19,2.75008
